Key = key-370, Value = value-8611003614900965347, Score = 2
Key = key-273, ValueA = , ValueB = value-6091353252289549003, Score = 1
Key = key-641, ValueA = , ValueB = value-3379718195555565136, Score = 1
Key = key-273, ValueA = , ValueB = value-4337386906305734189, Score = 1
Key = key-641, ValueA = , ValueB = value-4887435710384814181, Score = 1
Key = key-273, Value = value-2503502953437848609, Score = 2
Key = key-515, ValueA = , ValueB = value-7249815996230935020, Score = 1
Key = key-641, ValueA = , ValueB = value-2563854320960807942, Score = 1
Key = key-515, ValueA = , ValueB = value-2964289936390186980, Score = 1
Key = key-641, ValueA = , ValueB = value-691839414839475295, Score = 1
Key = key-515, ValueA = , ValueB = value-76658200211038204, Score = 1
Key = key-641, ValueA = , ValueB = value-1182521991315609272, Score = 1
Key = key-515, ValueA = , ValueB = value-6525774115565595991, Score = 1
Key = key-641, ValueA = , ValueB = value-561265580300042752, Score = 1
Key = key-515, ValueA = , ValueB = value-260742639796867009, Score = 1
Key = key-641, ValueA = , ValueB = value-9209135881333177324, Score = 1
Key = key-515, ValueA = , ValueB = value-364127368208012446, Score = 1
Key = key-641, ValueA = , ValueB = value-9213895312719496876, Score = 1
Key = key-515, ValueA = , ValueB = value-3725076801780052030, Score = 1
Key = key-641, ValueA = , ValueB = value-1233277980966507245, Score = 1
Key = key-515, ValueA = , ValueB = value-2366710965065900005, Score = 1
Key = key-515, ValueA = , ValueB = value-7865076527679024435, Score = 1
Key = key-515, ValueA = , ValueB = value-5795183015279453770, Score = 1
Key = key-515, ValueA = , ValueB = value-169834201156515862, Score = 1
Key = key-274, ValueA = , ValueB = value-5477182441509753912, Score = 1
Key = key-274, ValueA = , ValueB = value-687379231545945866, Score = 1
Key = key-274, ValueA = , ValueB = value-1849750505809358359, Score = 1
Key = key-274, ValueA = , ValueB = value-7768082023292296778, Score = 1
Key = key-274, ValueA = , ValueB = value-8323673207248233239, Score = 1
Key = key-274, ValueA = , ValueB = value-2801094854800730921, Score = 1
Key = key-274, ValueA = , ValueB = value-6594196349247212639, Score = 1
Key = key-274, ValueA = , ValueB = value-4486909013920028313, Score = 1
Key = key-274, ValueA = , ValueB = value-1665487159553078136, Score = 1
Key = key-274, Value = value-5477182441509753912, Score = 2
Key = key-646, ValueA = , ValueB = value-631029213586650099, Score = 1
Key = key-646, ValueA = , ValueB = value-4213236465791655406, Score = 1
Key = key-646, ValueA = , ValueB = value-5787455783136166861, Score = 1
Key = key-646, ValueA = , ValueB = value-8326660600178272245, Score = 1
Key = key-646, ValueA = , ValueB = value-6692586164266436955, Score = 1
Key = key-646, ValueA = , ValueB = value-9127327518854221611, Score = 1
Key = key-646, ValueA = , ValueB = value-4774494786098349664, Score = 1
Key = key-646, ValueA = , ValueB = value-4409893242160948693, Score = 1
Key = key-646, ValueA = , ValueB = value-4743015986855098811, Score = 1
Key = key-646, Value = value-631029213586650099, Score = 2
Key = key-279, ValueA = , ValueB = value-9222066807913834730, Score = 1
Key = key-279, ValueA = , ValueB = value-6034528729641885561, Score = 1
Key = key-279, ValueA = , ValueB = value-5969095852760909594, Score = 1
Key = key-279, ValueA = , ValueB = value-6380840422613895082, Score = 1
Key = key-279, ValueA = , ValueB = value-1194287712479472561, Score = 1
Key = key-999, Value = value-8112519310555743700, Score = 2
Key = key-279, ValueA = , ValueB = value-4989533710493562727, Score = 1
Key = key-279, ValueA = , ValueB = value-493489568269769408, Score = 1
Key = key-404, ValueA = , ValueB = value-4277636037723161606, Score = 1
Key = key-404, ValueA = , ValueB = value-4163676034968527942, Score = 1
Key = key-404, ValueA = , ValueB = value-1030015592849990336, Score = 1
Key = key-404, ValueA = , ValueB = value-4105918528584923856, Score = 1
Key = key-277, Value = value-8414988722569177565, Score = 2
Key = key-404, ValueA = , ValueB = value-7102400899685553294, Score = 1
Key = key-404, ValueA = , ValueB = value-5767416385570598387, Score = 1
Key = key-404, ValueA = , ValueB = value-400368197529635700, Score = 1
Key = key-404, ValueA = , ValueB = value-1571203543454231353, Score = 1
Key = key-404, ValueA = , ValueB = value-1695719923677522573, Score = 1
Key = key-757, ValueA = , ValueB = value-6416631129343961896, Score = 1
Key = key-404, ValueA = , ValueB = value-7280548904001022982, Score = 1
Key = key-757, ValueA = , ValueB = value-5929425680684736095, Score = 1
Key = key-757, ValueA = , ValueB = value-4681852141532977145, Score = 1
Key = key-757, ValueA = , ValueB = value-1887038205989210184, Score = 1
Key = key-757, ValueA = , ValueB = value-6873723320096125567, Score = 1
Key = key-757, ValueA = , ValueB = value-5283855028770204288, Score = 1
Key = key-757, ValueA = , ValueB = value-8328139481273930241, Score = 1
Key = key-757, ValueA = , ValueB = value-2600631746085059940, Score = 1
Key = key-757, ValueA = , ValueB = value-9052233374435821672, Score = 1
Key = key-757, ValueA = , ValueB = value-4707878284631742337, Score = 1
Key = key-278, ValueA = , ValueB = value-3486097958278338075, Score = 1
Key = key-757, ValueA = , ValueB = value-2247183358214656156, Score = 1
Key = key-278, ValueA = , ValueB = value-6345664545836011819, Score = 1
Key = key-757, ValueA = , ValueB = value-6567455306009925538, Score = 1
Key = key-278, ValueA = , ValueB = value-6557647655221621885, Score = 1
Key = key-757, ValueA = , ValueB = value-1391589969760971804, Score = 1
Key = key-278, ValueA = , ValueB = value-5047161570712883333, Score = 1
Key = key-278, ValueA = , ValueB = value-250036780173732071, Score = 1
Key = key-757, Value = value-6416631129343961896, Score = 2
Key = key-278, ValueA = , ValueB = value-8579052342141601463, Score = 1
Key = key-278, ValueA = , ValueB = value-6269906319753866077, Score = 1
Key = key-278, ValueA = , ValueB = value-4311640373886538078, Score = 1
Key = key-278, ValueA = , ValueB = value-8645858090650867960, Score = 1
Key = key-278, ValueA = , ValueB = value-726121921082244021, Score = 1
Key = key-888, ValueA = , ValueB = value-5518122531877941953, Score = 1
Key = key-278, ValueA = , ValueB = value-4292163668090623361, Score = 1
Key = key-888, ValueA = , ValueB = value-6149360782724079731, Score = 1
Key = key-278, ValueA = , ValueB = value-4139683408612269621, Score = 1
Key = key-888, ValueA = , ValueB = value-4984140725595062439, Score = 1
Key = key-278, ValueA = , ValueB = value-2329793706177042982, Score = 1
Key = key-888, ValueA = , ValueB = value-472106005168063989, Score = 1
Key = key-278, ValueA = , ValueB = value-7697069899084149712, Score = 1
Key = key-888, ValueA = , ValueB = value-2943025227104986972, Score = 1
Key = key-278, ValueA = , ValueB = value-6882918731353087614, Score = 1
Key = key-888, ValueA = , ValueB = value-5994572334025778102, Score = 1
Key = key-888, ValueA = , ValueB = value-3521862099284453609, Score = 1
Key = key-888, ValueA = , ValueB = value-7761186184962922521, Score = 1
Key = key-888, ValueA = , ValueB = value-4456466542163075509, Score = 1
Key = key-888, Value = value-5518122531877941953, Score = 2
Key = key-405, Value = value-4534701296245842214, Score = 2
Key = key-996, Value = value-2044858420338795408, Score = 2
Key = key-647, ValueA = , ValueB = value-5649519669384769792, Score = 1
Key = key-647, ValueA = , ValueB = value-1373418524481234588, Score = 1
Key = key-647, ValueA = , ValueB = value-639831281803319112, Score = 1
Key = key-647, ValueA = , ValueB = value-5532051082596599474, Score = 1
Key = key-647, ValueA = , ValueB = value-2061383819022593726, Score = 1
Key = key-647, ValueA = , ValueB = value-6447290247100336950, Score = 1
Key = key-647, ValueA = , ValueB = value-887214504902543849, Score = 1
Key = key-512, ValueA = , ValueB = value-44113805295974701, Score = 1
Key = key-512, ValueA = , ValueB = value-6046614188555644909, Score = 1
Key = key-512, ValueA = , ValueB = value-6792813817406804490, Score = 1
Key = key-512, ValueA = , ValueB = value-8635700264273896630, Score = 1
Key = key-512, ValueA = , ValueB = value-113857691273248610, Score = 1
Key = key-512, ValueA = , ValueB = value-1489562072403966678, Score = 1
Key = key-512, ValueA = , ValueB = value-3501947450921985639, Score = 1
Key = key-512, ValueA = , ValueB = value-8067997506883444922, Score = 1
Key = key-512, ValueA = , ValueB = value-2155354427344957705, Score = 1
Key = key-512, ValueA = , ValueB = value-5915242442137043724, Score = 1
Key = key-886, ValueA = , ValueB = value-3017387149925207249, Score = 1
Key = key-886, ValueA = , ValueB = value-651899602821949573, Score = 1
Key = key-886, ValueA = , ValueB = value-502744376683612410, Score = 1
Key = key-886, ValueA = , ValueB = value-6687075372582526029, Score = 1
Key = key-886, ValueA = , ValueB = value-5931800909772273711, Score = 1
Key = key-886, ValueA = , ValueB = value-9129523088684011973, Score = 1
Key = key-886, ValueA = , ValueB = value-2404879639172873294, Score = 1
Key = key-886, ValueA = , ValueB = value-7630329545822111993, Score = 1
Key = key-402, ValueA = , ValueB = value-1375431286428130300, Score = 1
Key = key-402, ValueA = , ValueB = value-4327339701494808955, Score = 1
Key = key-402, ValueA = , ValueB = value-7181498100197989492, Score = 1
Key = key-402, ValueA = , ValueB = value-1017765453178191454, Score = 1
Key = key-402, ValueA = , ValueB = value-1609507897748541663, Score = 1
Key = key-513, ValueA = , ValueB = value-642853651824940713, Score = 1
Key = key-402, ValueA = , ValueB = value-3131571468412892488, Score = 1
Key = key-513, ValueA = , ValueB = value-5587717830601124245, Score = 1
Key = key-402, ValueA = , ValueB = value-1617046771067049093, Score = 1
Key = key-513, ValueA = , ValueB = value-2647869855332595589, Score = 1
Key = key-402, Value = value-1375431286428130300, Score = 2
Key = key-513, ValueA = , ValueB = value-3220897221729522695, Score = 1
Key = key-513, ValueA = , ValueB = value-3303301069650523010, Score = 1
Key = key-513, ValueA = , ValueB = value-2575063683644065837, Score = 1
Key = key-513, ValueA = , ValueB = value-2620217360630358375, Score = 1
Key = key-513, ValueA = , ValueB = value-5460589981716852500, Score = 1
Key = key-997, ValueA = , ValueB = value-8586430389996433996, Score = 1
Key = key-997, ValueA = , ValueB = value-1343719469792854582, Score = 1
Key = key-887, ValueA = , ValueB = value-2458334000981265470, Score = 1
Key = key-997, ValueA = , ValueB = value-8848831662793155029, Score = 1
Key = key-887, ValueA = , ValueB = value-8687865546994685601, Score = 1
Key = key-997, ValueA = , ValueB = value-1701249299994148039, Score = 1
Key = key-887, ValueA = , ValueB = value-8914926178266453955, Score = 1
Key = key-997, ValueA = , ValueB = value-5386402962791605225, Score = 1
Key = key-887, ValueA = , ValueB = value-6880084290324654577, Score = 1
Key = key-997, ValueA = , ValueB = value-6934229053606573152, Score = 1
Key = key-887, ValueA = , ValueB = value-8079855903560394817, Score = 1
Key = key-997, ValueA = , ValueB = value-8214557950645471514, Score = 1
Key = key-887, ValueA = , ValueB = value-4786037735724004110, Score = 1
Key = key-997, ValueA = , ValueB = value-2568865532483765001, Score = 1
Key = key-887, ValueA = , ValueB = value-5729540301898302529, Score = 1
Key = key-997, ValueA = , ValueB = value-1267650327233719263, Score = 1
Key = key-887, ValueA = , ValueB = value-8973049720496317799, Score = 1
Key = key-887, ValueA = , ValueB = value-2496271987301437660, Score = 1
Key = key-997, Value = value-8586430389996433996, Score = 2
Key = key-887, ValueA = , ValueB = value-8806710138894916277, Score = 1
Key = key-645, ValueA = , ValueB = value-5836430298294726578, Score = 1
Key = key-645, ValueA = , ValueB = value-3773208117197821020, Score = 1
Key = key-645, ValueA = , ValueB = value-3397335350604421568, Score = 1
Key = key-645, ValueA = , ValueB = value-2671911642775221930, Score = 1
Key = key-645, ValueA = , ValueB = value-6244020311975511643, Score = 1
Key = key-645, ValueA = , ValueB = value-5265343549080792425, Score = 1
Key = key-645, ValueA = , ValueB = value-1915796080330097741, Score = 1
Key = key-518, ValueA = , ValueB = value-1168089145446975347, Score = 1
Key = key-518, ValueA = , ValueB = value-9055864802702562218, Score = 1
Key = key-518, ValueA = , ValueB = value-6464533911717213080, Score = 1
Key = key-518, ValueA = , ValueB = value-3692703904843940278, Score = 1
Key = key-518, ValueA = , ValueB = value-3682606483390885410, Score = 1
Key = key-518, ValueA = , ValueB = value-7305847840017843011, Score = 1
Key = key-518, ValueA = , ValueB = value-5894364367024527772, Score = 1
Key = key-518, ValueA = , ValueB = value-399074934338339065, Score = 1
Key = key-518, ValueA = , ValueB = value-6904068261535238434, Score = 1
Key = key-518, ValueA = , ValueB = value-241829424770195641, Score = 1
Key = key-403, ValueA = , ValueB = value-4849742506178335520, Score = 1
Key = key-403, ValueA = , ValueB = value-7262543687622263670, Score = 1
Key = key-403, ValueA = , ValueB = value-4668897234750572083, Score = 1
Key = key-403, ValueA = , ValueB = value-2767485751778168675, Score = 1
Key = key-403, ValueA = , ValueB = value-2037313322525815910, Score = 1
Key = key-403, ValueA = , ValueB = value-2370997537565177415, Score = 1
Key = key-403, ValueA = , ValueB = value-4890996243612778025, Score = 1
Key = key-403, ValueA = , ValueB = value-2925077780704615527, Score = 1
Key = key-403, ValueA = , ValueB = value-5684240584158117406, Score = 1
Key = key-403, Value = value-4849742506178335520, Score = 2
Key = key-516, ValueA = , ValueB = value-1002062112492758070, Score = 1
Key = key-516, Value = value-1002062112492758070, Score = 2
Key = key-409, ValueA = , ValueB = value-711211767954162326, Score = 1
Key = key-409, ValueA = , ValueB = value-7316460568555439837, Score = 1
Key = key-409, ValueA = , ValueB = value-439001525974252826, Score = 1
Key = key-409, ValueA = , ValueB = value-1306773329898932122, Score = 1
Key = key-406, ValueA = , ValueB = value-2860452685714587230, Score = 1
Key = key-406, ValueA = , ValueB = value-3435541393901507619, Score = 1
Key = key-406, ValueA = , ValueB = value-1478408520066596057, Score = 1
Key = key-406, ValueA = , ValueB = value-268790451646872878, Score = 1
Key = key-406, ValueA = , ValueB = value-2467720207631742705, Score = 1
Key = key-406, ValueA = , ValueB = value-6344070220442719659, Score = 1
Key = key-406, ValueA = , ValueB = value-6046334155499069834, Score = 1
Key = key-759, ValueA = , ValueB = value-5655212795455027708, Score = 1
Key = key-759, ValueA = , ValueB = value-2443947620916942669, Score = 1
Key = key-759, ValueA = , ValueB = value-3771434506278285349, Score = 1
Key = key-648, ValueA = , ValueB = value-6656346988927455169, Score = 1
Key = key-759, ValueA = , ValueB = value-8498520815277038564, Score = 1
Key = key-648, ValueA = , ValueB = value-3814998470141223590, Score = 1
Key = key-759, ValueA = , ValueB = value-3390076331110108726, Score = 1
Key = key-648, ValueA = , ValueB = value-3099888102904150287, Score = 1
Key = key-759, ValueA = , ValueB = value-5927817546171652950, Score = 1
