Key = key-673146, ValueA = , ValueB = value-8621165726093895168, Score = 1
Key = key-226154, ValueA = , ValueB = value-3754835599184669825, Score = 1
Key = key-322616, ValueA = , ValueB = value-268038843817565148, Score = 1
Key = key-190077, ValueA = , ValueB = value-2094756877027443664, Score = 1
Key = key-322630, ValueA = , ValueB = value-2069919923396632990, Score = 1
Key = key-454433, ValueA = , ValueB = value-542421159768984270, Score = 1
Key = key-92099, ValueA = , ValueB = value-6429222602819403862, Score = 1
Key = key-611555, ValueA = , ValueB = value-8707182926565595738, Score = 1
Key = key-515360, ValueA = , ValueB = value-6783770411087393149, Score = 1
Key = key-322689, ValueA = , ValueB = value-6751718508765058841, Score = 1
Key = key-843409, ValueA = , ValueB = value-4546457686716735292, Score = 1
Key = key-928450, ValueA = , ValueB = value-6653250348518031526, Score = 1
Key = key-975282, ValueA = , ValueB = value-6308019103239704130, Score = 1
Key = key-468731, ValueA = , ValueB = value-4029542521689426994, Score = 1
Key = key-226083, ValueA = , ValueB = value-8623726091455499851, Score = 1
Key = key-265656, ValueA = , ValueB = value-6800071242964471134, Score = 1
Key = key-3922, ValueA = , ValueB = value-6068124365841574493, Score = 1
Key = key-67422, ValueA = , ValueB = value-5621130605889312473, Score = 1
Key = key-361963, ValueA = , ValueB = value-687792994280000618, Score = 1
Key = key-226453, ValueA = , ValueB = value-1687739919115813789, Score = 1
Key = key-493849, ValueA = , ValueB = value-2916441788961325537, Score = 1
Key = key-429286, ValueA = , ValueB = value-4603379659173771575, Score = 1
Key = key-975382, ValueA = , ValueB = value-4262552143319091734, Score = 1
Key = key-179878, ValueA = , ValueB = value-4294298421141605831, Score = 1
Key = key-322459, ValueA = , ValueB = value-5376401985736827800, Score = 1
Key = key-611382, ValueA = , ValueB = value-8536103392814253664, Score = 1
Key = key-647025, ValueA = , ValueB = value-6171757617165501583, Score = 1
Key = key-226399, ValueA = , ValueB = value-5927868233247943539, Score = 1
Key = key-953846, ValueA = , ValueB = value-3214989216305358023, Score = 1
Key = key-686517, ValueA = , ValueB = value-4860381126800021326, Score = 1
Key = key-650815, ValueA = , ValueB = value-5553456405940008276, Score = 1
Key = key-796512, ValueA = , ValueB = value-3547437434189926105, Score = 1
Key = key-818784, ValueA = , ValueB = value-3015541562463757739, Score = 1
Key = key-336740, ValueA = , ValueB = value-146546798870054249, Score = 1
Key = key-361700, ValueA = , ValueB = value-6476190643588628807, Score = 1
Key = key-179355, ValueA = , ValueB = value-2048269604441687322, Score = 1
Key = key-914171, ValueA = , ValueB = value-7368870501853436201, Score = 1
Key = key-179284, ValueA = , ValueB = value-4991918390614470965, Score = 1
Key = key-454099, ValueA = , ValueB = value-1129967098717102257, Score = 1
Key = key-204774, ValueA = , ValueB = value-276635727300737154, Score = 1
Key = key-625803, ValueA = , ValueB = value-4215465875506187369, Score = 1
Key = key-454017, ValueA = , ValueB = value-9126603521567177063, Score = 1
Key = key-67582, ValueA = , ValueB = value-8387466417727092661, Score = 1
Key = key-67821, ValueA = , ValueB = value-412763927379059595, Score = 1
Key = key-28228, ValueA = , ValueB = value-8947600333986224656, Score = 1
Key = key-493263, ValueA = , ValueB = value-5868453459135485643, Score = 1
Key = key-953977, ValueA = , ValueB = value-4687892207931500789, Score = 1
Key = key-3622, ValueA = , ValueB = value-2373817815629325787, Score = 1
Key = key-3622, ValueA = , ValueB = value-7209339436268449176, Score = 1
Key = key-28160, ValueA = , ValueB = value-7674689080378960634, Score = 1
Key = key-782213, ValueA = , ValueB = value-2568891249350806604, Score = 1
Key = key-204927, ValueA = , ValueB = value-3231033104978019129, Score = 1
Key = key-322031, ValueA = , ValueB = value-3978632510545628831, Score = 1
Key = key-361678, ValueA = , ValueB = value-5330154865556219501, Score = 1
Key = key-179404, ValueA = , ValueB = value-9176778547626005052, Score = 1
Key = key-179404, ValueA = , ValueB = value-4792897689424240434, Score = 1
Key = key-92778, ValueA = , ValueB = value-853925497754934360, Score = 1
Key = key-27134, ValueA = , ValueB = value-7202826386514711244, Score = 1
Key = key-835378, ValueA = , ValueB = value-4712172812572324154, Score = 1
Key = key-835375, ValueA = , ValueB = value-782609353466081741, Score = 1
Key = key-139778, ValueA = , ValueB = value-704700167390738314, Score = 1
Key = key-164776, ValueA = , ValueB = value-301243657635066193, Score = 1
Key = key-967127, ValueA = , ValueB = value-3762460337872424558, Score = 1
Key = key-150150, ValueA = , ValueB = value-2458191521757621325, Score = 1
Key = key-571105, ValueA = , ValueB = value-8929527945681006104, Score = 1
Key = key-428843, ValueA = , ValueB = value-1627719289981394844, Score = 1
Key = key-414205, ValueA = , ValueB = value-2654142930539534053, Score = 1
Key = key-91755, ValueA = , ValueB = value-9070938261983659593, Score = 1
Key = key-874901, ValueA = , ValueB = value-861353939772158091, Score = 1
Key = key-27081, ValueA = , ValueB = value-1123943552509397759, Score = 1
Key = key-27081, ValueA = , ValueB = value-6092341737172241482, Score = 1
Key = key-585603, ValueA = , ValueB = value-6783080245121548399, Score = 1
Key = key-585617, ValueA = , ValueB = value-6102516178844457562, Score = 1
Key = key-296762, ValueA = , ValueB = value-497515577904481726, Score = 1
Key = key-66967, ValueA = , ValueB = value-3656122014171410641, Score = 1
Key = key-27363, ValueA = , ValueB = value-3742690887490158382, Score = 1
Key = key-27301, ValueA = , ValueB = value-7266013935935611734, Score = 1
Key = key-257138, ValueA = , ValueB = value-4460340657728303500, Score = 1
Key = key-453674, ValueA = , ValueB = value-7385735245215016062, Score = 1
Key = key-139907, ValueA = , ValueB = value-9030621167822840493, Score = 1
Key = key-821008, ValueA = , ValueB = value-7398189650729924844, Score = 1
Key = key-139873, ValueA = , ValueB = value-5975901740063820266, Score = 1
Key = key-139873, ValueA = , ValueB = value-3377559048278991434, Score = 1
Key = key-52256, ValueA = , ValueB = value-1895274814117388818, Score = 1
Key = key-251243, ValueA = , ValueB = value-3373919557525191857, Score = 1
Key = key-835604, ValueA = , ValueB = value-9016593740132296767, Score = 1
Key = key-632682, ValueA = , ValueB = value-8828525194676932903, Score = 1
Key = key-428732, ValueA = , ValueB = value-3132508954825580219, Score = 1
Key = key-428732, ValueA = , ValueB = value-7028947720835942042, Score = 1
Key = key-821088, ValueA = , ValueB = value-1747821295111340325, Score = 1
Key = key-475288, ValueA = , ValueB = value-4055837401013008663, Score = 1
Key = key-896261, ValueA = , ValueB = value-2059605504398736084, Score = 1
Key = key-821106, ValueA = , ValueB = value-839291196030906613, Score = 1
Key = key-321659, ValueA = , ValueB = value-4825982845035006257, Score = 1
Key = key-139366, ValueA = , ValueB = value-4885126262847989168, Score = 1
Key = key-139271, ValueA = , ValueB = value-6628232405737966553, Score = 1
Key = key-88168, ValueA = , ValueB = value-4201659422549299152, Score = 1
Key = key-296201, ValueA = , ValueB = value-6498432014563049004, Score = 1
Key = key-318539, ValueA = , ValueB = value-8811334972019767718, Score = 1
Key = key-318526, ValueA = , ValueB = value-5394202423823040202, Score = 1
Key = key-27497, ValueA = , ValueB = value-5706355139626974285, Score = 1
Key = key-27417, ValueA = , ValueB = value-7256177907805461824, Score = 1
Key = key-139217, ValueA = , ValueB = value-7171788659299555531, Score = 1
Key = key-343598, ValueA = , ValueB = value-413677228757534002, Score = 1
Key = key-967661, ValueA = , ValueB = value-527083537104863733, Score = 1
Key = key-318235, ValueA = , ValueB = value-5336268454066054292, Score = 1
Key = key-607410, ValueA = , ValueB = value-5830440327964912242, Score = 1
Key = key-88334, ValueA = , ValueB = value-8992394967847330922, Score = 1
Key = key-428512, ValueA = , ValueB = value-8913963682168491977, Score = 1
Key = key-296319, ValueA = , ValueB = value-7017954924092748544, Score = 1
Key = key-500606, ValueA = , ValueB = value-6648000133078883654, Score = 1
Key = key-428219, ValueA = , ValueB = value-6085506103768396785, Score = 1
Key = key-428219, ValueA = , ValueB = value-1122115271652403352, Score = 1
Key = key-882036, ValueA = , ValueB = value-2457838664732533611, Score = 1
Key = key-27847, ValueA = , ValueB = value-4170110057835155012, Score = 1
Key = key-27838, ValueA = , ValueB = value-289275903214336305, Score = 1
Key = key-739831, ValueA = , ValueB = value-5781530897083538623, Score = 1
Key = key-296052, ValueA = , ValueB = value-8747176629474946975, Score = 1
Key = key-992725, ValueA = , ValueB = value-3123448534250692870, Score = 1
Key = key-739868, ValueA = , ValueB = value-6338657426993998501, Score = 1
Key = key-739860, ValueA = , ValueB = value-7296322930861029648, Score = 1
Key = key-585088, ValueA = , ValueB = value-8746106475742702518, Score = 1
Key = key-725293, ValueA = , ValueB = value-2657526870884133042, Score = 1
Key = key-389660, ValueA = , ValueB = value-6263622860340766399, Score = 1
Key = key-671806, ValueA = , ValueB = value-6352628466051025555, Score = 1
Key = key-489453, ValueA = , ValueB = value-1252664240567487568, Score = 1
Key = key-664289, ValueA = , ValueB = value-8488145514027501232, Score = 1
Key = key-849108, ValueA = , ValueB = value-8277387797934882804, Score = 1
Key = key-888749, ValueA = , ValueB = value-8253665297848623710, Score = 1
Key = key-888713, ValueA = , ValueB = value-7428401355396734954, Score = 1
Key = key-717302, ValueA = , ValueB = value-4199152543118036677, Score = 1
Key = key-150902, ValueA = , ValueB = value-8562738527947527087, Score = 1
Key = key-532496, ValueA = , ValueB = value-1328297724974376545, Score = 1
Key = key-375088, ValueA = , ValueB = value-7064185739348901519, Score = 1
Key = key-111244, ValueA = , ValueB = value-5869186634085737202, Score = 1
Key = key-664152, ValueA = , ValueB = value-6097134439382230984, Score = 1
Key = key-671716, ValueA = , ValueB = value-8821772240226948638, Score = 1
Key = key-357676, ValueA = , ValueB = value-1608957195806997751, Score = 1
Key = key-282962, ValueA = , ValueB = value-1914518895936476490, Score = 1
Key = key-507331, ValueA = , ValueB = value-2298567139381793795, Score = 1
Key = key-857285, ValueA = , ValueB = value-3609230175839422640, Score = 1
Key = key-857285, ValueA = , ValueB = value-2769257336840325036, Score = 1
Key = key-717426, ValueA = , ValueB = value-1207672211597881413, Score = 1
Key = key-507395, ValueA = , ValueB = value-4728227270644179515, Score = 1
Key = key-211057, ValueA = , ValueB = value-1531301929453036460, Score = 1
Key = key-27970, ValueA = , ValueB = value-2055970110586269392, Score = 1
Key = key-250611, ValueA = , ValueB = value-3069316217615920439, Score = 1
Key = key-225651, ValueA = , ValueB = value-8063615560513756700, Score = 1
Key = key-507389, ValueA = , ValueB = value-5367228687150864414, Score = 1
Key = key-389434, ValueA = , ValueB = value-3544505120828710433, Score = 1
Key = key-882298, ValueA = , ValueB = value-7013581509911750692, Score = 1
Key = key-750474, ValueA = , ValueB = value-643208989377527842, Score = 1
Key = key-849346, ValueA = , ValueB = value-2476458237835069791, Score = 1
Key = key-888882, ValueA = , ValueB = value-3565364158453991150, Score = 1
Key = key-382732, ValueA = , ValueB = value-1537906774765034217, Score = 1
Key = key-717529, ValueA = , ValueB = value-847706122849052459, Score = 1
Key = key-532277, ValueA = , ValueB = value-6982467855639325663, Score = 1
Key = key-857370, ValueA = , ValueB = value-8055719760186663713, Score = 1
Key = key-88768, ValueA = , ValueB = value-4724777404177271300, Score = 1
Key = key-857382, ValueA = , ValueB = value-5571903766475315433, Score = 1
Key = key-500184, ValueA = , ValueB = value-4789708276693789694, Score = 1
Key = key-742610, ValueA = , ValueB = value-8433569737238128546, Score = 1
Key = key-717694, ValueA = , ValueB = value-1515811206400956214, Score = 1
Key = key-671517, ValueA = , ValueB = value-6933657358717110411, Score = 1
Key = key-989266, ValueA = , ValueB = value-7423771188957289032, Score = 1
Key = key-671514, ValueA = , ValueB = value-4802934009489178489, Score = 1
Key = key-989270, ValueA = , ValueB = value-5025121150223106836, Score = 1
Key = key-389589, ValueA = , ValueB = value-8121313807699458404, Score = 1
Key = key-400129, ValueA = , ValueB = value-2682124753998343938, Score = 1
Key = key-671544, ValueA = , ValueB = value-9195581012532656368, Score = 1
Key = key-671544, ValueA = , ValueB = value-7308383941918721837, Score = 1
Key = key-282445, ValueA = , ValueB = value-8865958086822344883, Score = 1
Key = key-389273, ValueA = , ValueB = value-8581913107596495412, Score = 1
Key = key-282488, ValueA = , ValueB = value-4752790950184738264, Score = 1
Key = key-507071, ValueA = , ValueB = value-668306310515373264, Score = 1
Key = key-225839, ValueA = , ValueB = value-6302247395621371888, Score = 1
Key = key-257236, ValueA = , ValueB = value-5192553722292624023, Score = 1
Key = key-860060, ValueA = , ValueB = value-1029421111711718475, Score = 1
Key = key-571452, ValueA = , ValueB = value-7704188837829560594, Score = 1
Key = key-703202, ValueA = , ValueB = value-8195203797927332338, Score = 1
Key = key-646491, ValueA = , ValueB = value-5812479497781767014, Score = 1
Key = key-960595, ValueA = , ValueB = value-5168776598098075502, Score = 1
Key = key-150792, ValueA = , ValueB = value-3386187892117422822, Score = 1
Key = key-874771, ValueA = , ValueB = value-5446015305425231631, Score = 1
Key = key-585926, ValueA = , ValueB = value-3931676162672419419, Score = 1
Key = key-874780, ValueA = , ValueB = value-7439349918622830831, Score = 1
Key = key-585932, ValueA = , ValueB = value-859913952453235233, Score = 1
Key = key-279267, ValueA = , ValueB = value-3842374436218763163, Score = 1
Key = key-414476, ValueA = , ValueB = value-5707772718071195136, Score = 1
Key = key-414476, ValueA = , ValueB = value-4770241449825302348, Score = 1
Key = key-461452, ValueA = , ValueB = value-1641418746736073087, Score = 1
Key = key-803856, ValueA = , ValueB = value-7142589781390766036, Score = 1
Key = key-921063, ValueA = , ValueB = value-6645313871857657654, Score = 1
Key = key-186881, ValueA = , ValueB = value-695374460084934997, Score = 1
Key = key-935651, ValueA = , ValueB = value-4848118918480769799, Score = 1
Key = key-282361, ValueA = , ValueB = value-4523444608536165209, Score = 1
Key = key-282361, ValueA = , ValueB = value-3901442364462926527, Score = 1
Key = key-414563, ValueA = , ValueB = value-4984269665729441789, Score = 1
Key = key-849829, ValueA = , ValueB = value-5459623539464571883, Score = 1
Key = key-436575, ValueA = , ValueB = value-5152546947167118661, Score = 1
Key = key-436590, ValueA = , ValueB = value-7424481228414787660, Score = 1
Key = key-803884, ValueA = , ValueB = value-3253681405147303381, Score = 1
Key = key-475841, ValueA = , ValueB = value-5114414685192976064, Score = 1
